Observation,Sol,NoParenSol,Target_Name,Silicon_Oxide(SiO2),RMSE_Silicon_Oxide,Silicon_Oxide_StDEV,Titanium_Oxide(TiO2),RMSE_Titanium_Oxide,Titanium_Oxide_StDEV,Aluminum_Oxide(AI2O3),RMSE_Aluminum_Oxide,Aluminum_Oxide_StDEV,Iron_Oxides_Total(FeOT),RMSE_Iron_Oxide_Total,Iron_Oxide_Total_StDEV,Magnesium_Oxide(MgO),RMSE_Magnesium_Oxide,Magnesium_Oxide_StDEV,Calcium_Oxide(CaO),RMSE_Calcium_Oxide,Calcium_Oxide_StDEV,Sodium_Oxide(Na2O),RMSE_Sodium_Oxide,Sodium_Oxide_StDEV,Potassium_Oxide(K2O),RMSE_Potassium_Oxide,Potassium_Oxide_StDEV,Sum_of_Oxides,Distance_Rover_m,Spectrum_Total
CL5_460074829CCS_F0391888CCAM01705P3.CSV,705,705,Poleta,44.5,5,0.3,1.68,0.67,0.07,8.9,3.5,0.6,27.9,4.9,0.8,6.9,2.1,0.6,1.7,1,0.2,3.54,0.65,0.16,1.4,1.03,0.14,96.5,4.55954,7.97E+14
CL5_460074994CCS_F0391888CCAM01705P3.CSV,705,705,Poleta,47.1,5,0.7,1.24,0.55,0.09,12.1,3.6,0.7,24.1,4.6,0.9,5.7,1.9,0.5,4.1,1.4,0.3,4.19,0.72,0.14,1.6,1.09,0.14,100.1,4.55954,4.25E+14
CL5_460075058CCS_F0391888CCAM01705P3.CSV,705,705,Poleta,42.2,5.2,0.5,2.26,0.84,0.08,8.7,3.5,0.3,29.1,5,0.6,5.4,1.9,0.2,1.3,0.9,0.2,3.63,0.66,0.1,1.39,1.02,0.15,94.03,4.55954,7.63E+14
CL5_460075477CCS_F0391888CCAM02705P3.CSV,705,705,sol00704_Windjana_dump_pile,39.9,5.5,1.6,0.64,0.4,0.04,7.2,3.3,0.5,19.9,4.2,0.8,10.5,2.7,0.8,4.8,1.6,0.9,1.25,0.62,0.2,1.34,1.01,0.52,85.51,2.2613,4.06E+14
CL5_460075546CCS_F0391888CCAM02705P3.CSV,705,705,sol00704_Windjana_dump_pile,39.2,5.6,1.3,0.7,0.42,0.09,7.4,3.4,0.6,20.3,4.3,1,9.6,2.5,1.5,5.3,1.8,1.8,1.4,0.64,0.36,0.89,0.82,0.55,84.74,2.2613,4.19E+14
CL5_460075619CCS_F0391888CCAM02705P3.CSV,705,705,sol00704_Windjana_dump_pile,38.8,5.6,1.5,0.8,0.45,0.11,7,3.3,0.5,20.9,4.3,1.2,8.1,2.3,1.3,5.5,1.8,0.9,1.54,0.65,0.29,0.58,0.69,0.26,83.25,2.2613,3.46E+14
CL5_460075717CCS_F0391888CCAM02705P3.CSV,705,705,sol00704_Windjana_dump_pile,38.6,5.7,1.9,0.66,0.41,0.1,7,3.3,0.8,19.4,4.1,1.2,10.8,2.7,1.1,5,1.7,1.3,1.23,0.61,0.32,0.94,0.84,0.63,83.68,2.26278,4.19E+14
CL5_460075882CCS_F0391888CCAM02705P3.CSV,705,705,sol00704_Windjana_dump_pile,39.7,5.5,1.3,0.63,0.4,0.03,6.9,3.3,0.6,20.2,4.2,1.1,10.9,2.8,0.8,4.2,1.5,0.6,1.14,0.6,0.15,1.35,1.01,0.34,85.04,2.26278,4.33E+14
CL5_460075946CCS_F0391888CCAM02705P3.CSV,705,705,sol00704_Windjana_dump_pile,40.4,5.4,1.4,0.64,0.4,0.05,7.4,3.4,0.5,20,4.2,0.9,10.3,2.6,0.5,5.1,1.7,0.6,1.41,0.64,0.2,1.03,0.88,0.37,86.3,2.26278,2.61E+14
CL5_460076051CCS_F0391888CCAM02705P3.CSV,705,705,sol00704_Windjana_dump_pile,41.2,5.3,3.3,0.88,0.47,1.37,7.2,3.3,0.6,20.5,4.3,1.6,9,2.4,3,4.4,1.5,0.7,1.45,0.64,0.59,1.55,1.08,0.33,86.05,2.2613,4.35E+14
CL5_460076215CCS_F0391888CCAM02705P3.CSV,705,705,sol00704_Windjana_dump_pile,39.5,5.5,0.9,0.65,0.41,0.04,7.1,3.3,0.5,21,4.4,1.7,10.5,2.7,0.7,3.9,1.4,0.2,1.25,0.62,0.18,1.74,1.12,0.29,85.68,2.2613,4.67E+14
CL5_460076279CCS_F0391888CCAM02705P3.CSV,705,705,sol00704_Windjana_dump_pile,41.8,5.3,1.8,0.63,0.4,0.1,8.8,3.5,0.3,19.3,4.1,2.8,10,2.6,0.8,6.2,2,0.8,1.78,0.64,0.32,0.66,0.72,0.33,89.28,2.2613,1.17E+14
CL5_460176946CCS_F0400200CCAM15025P3.CSV,25,25,CC_BT_0706a,58.5,5.2,0.9,1.51,0.62,0.12,8.5,3.4,0.5,18,3.9,0.9,3.4,1.7,0.1,1.4,0.9,0.1,3.14,0.63,0.13,1.18,0.94,0.07,95.58,2.55622,7.93E+14
CL5_460177038CCS_F0400200CCAM15025P3.CSV,25,25,CC_BT_0706a,59.3,5.3,1.4,1.26,0.55,0.04,7.4,3.4,0.3,16.8,3.7,0.7,4.4,1.8,0.1,1.5,0.9,0.1,2.59,0.61,0.19,0.63,0.71,0.07,93.99,2.55622,6.75E+14
CL5_460177126CCS_F0400200CCAM15025P3.CSV,25,25,CC_BT_0706a,64.6,5.3,1.5,1.32,0.57,0.12,9.8,3.5,0.3,12.9,3.1,0.9,1.7,1.5,0.2,1.8,1,0.1,2.91,0.62,0.17,1.35,1.01,0.11,96.37,2.55622,6.53E+14
CL5_460177340CCS_F0400200CCAM15025P3.CSV,25,25,CC_BT_0706a,62.1,5.3,1,1.19,0.54,0.08,9.5,3.5,0.5,15.4,3.5,0.8,3.4,1.7,0.1,1.6,0.9,0.1,3.19,0.63,0.09,1.53,1.07,0.07,97.93,2.55309,7.46E+14
CL5_460177432CCS_F0400200CCAM15025P3.CSV,25,25,CC_BT_0706a,65.7,5.3,1.3,1.18,0.53,0.04,8.4,3.4,0.3,14,3.2,1.4,2.6,1.6,0.1,1.7,1,0.3,2.73,0.61,0.12,1.11,0.91,0.09,97.47,2.55309,6.31E+14
CL5_460445864CCS_F0400366CCAM15029P3.CSV,29,29,CC_BT_0709a,38.5,5.7,3.6,0.76,0.44,0.12,7.7,3.4,0.8,17.3,3.8,0.7,8,2.3,1.2,7.6,2.4,0.7,1.5,0.64,0.24,0.14,0.54,0.05,81.55,2.82529,5.02E+14
CL5_460445956CCS_F0400366CCAM15029P3.CSV,29,29,CC_BT_0709a,39.1,5.6,3.3,0.82,0.45,0.2,8,3.4,0.6,17.5,3.8,0.7,7.7,2.2,0.6,7.5,2.4,0.8,1.61,0.65,0.25,0.15,0.54,0.06,82.4,2.82529,4.87E+14
CL5_460446045CCS_F0400366CCAM15029P3.CSV,29,29,CC_BT_0709a,37.5,5.8,2.7,0.73,0.43,0.11,8,3.4,0.6,17.2,3.7,0.7,7.7,2.2,0.5,7.9,2.5,0.5,1.53,0.65,0.14,0.16,0.55,0.05,80.69,2.82529,4.85E+14
CL5_460446257CCS_F0400366CCAM15029P3.CSV,29,29,CC_BT_0709a,40.6,5.4,2.2,0.88,0.47,0.08,8.7,3.5,0.5,18.6,4,0.8,7.7,2.2,0.6,7.8,2.5,0.6,1.81,0.64,0.18,0.23,0.57,0.07,86.28,2.84534,3.59E+14
CL5_460446349CCS_F0400366CCAM15029P3.CSV,29,29,CC_BT_0709a,40,5.5,1.9,0.95,0.48,0.1,8.8,3.5,0.6,18.6,4,0.8,7.3,2.2,0.5,7.7,2.4,0.4,1.84,0.64,0.18,0.22,0.56,0.07,85.39,2.84534,3.60E+14
CL5_460446438CCS_F0400366CCAM15029P3.CSV,29,29,CC_BT_0709a,40.7,5.4,2.4,0.89,0.47,0.11,9,3.5,1,18.6,4,0.6,7.2,2.1,0.5,7.7,2.4,0.4,1.96,0.63,0.29,0.26,0.58,0.1,86.29,2.84534,3.87E+14
CL5_460446645CCS_F0400366CCAM15029P3.CSV,29,29,CC_BT_0709a,39,5.6,1.8,0.92,0.48,0.12,9,3.5,0.8,18.7,4,0.8,7.6,2.2,0.5,7.5,2.4,0.5,1.64,0.65,0.16,0.15,0.54,0.04,84.46,2.84379,3.00E+14
CL5_460446737CCS_F0400366CCAM15029P3.CSV,29,29,CC_BT_0709a,41,5.3,1.8,0.94,0.48,0.16,8.6,3.5,0.7,18.8,4,0.6,7.5,2.2,0.5,7.5,2.4,0.4,1.89,0.64,0.15,0.27,0.58,0.09,86.44,2.84379,4.11E+14
CL5_460446826CCS_F0400366CCAM15029P3.CSV,29,29,CC_BT_0709a,41.5,5.3,1.6,0.91,0.47,0.1,9.2,3.5,0.7,18.8,4,0.6,7.4,2.2,0.6,7.8,2.5,0.5,1.98,0.63,0.14,0.31,0.59,0.08,87.97,2.84379,3.73E+14
CL5_460446913CCS_F0400366CCAM15029P3.CSV,29,29,CC_BT_0709a,40.6,5.4,2,0.89,0.47,0.1,9.1,3.5,0.9,18.9,4.1,0.6,7.3,2.2,0.6,7.7,2.4,0.4,2,0.63,0.2,0.28,0.58,0.11,86.74,2.84379,3.27E+14
CL5_460518050CCS_F0400366CCAM01710P3.CSV,710,710,Desert_Range,40.5,5.4,2.4,0.79,0.45,0.08,7.4,3.4,0.5,17.8,3.9,0.7,8.1,2.3,0.7,7.5,2.4,0.6,1.5,0.64,0.16,0.16,0.55,0.05,83.84,2.47471,3.23E+14
CL5_460518150CCS_F0400366CCAM01710P3.CSV,710,710,Desert_Range,40.5,5.4,2.2,0.79,0.45,0.1,7.5,3.4,0.7,17.8,3.9,0.9,8.5,2.3,1.2,7.5,2.4,0.7,1.49,0.64,0.2,0.17,0.55,0.06,84.29,2.47471,3.47E+14
CL5_460518240CCS_F0400366CCAM01710P3.CSV,710,710,Desert_Range,41.8,5.3,2.4,0.82,0.45,0.08,8.1,3.4,1.4,18.1,3.9,1.3,7.5,2.2,0.9,7.4,2.4,0.5,1.62,0.65,0.29,0.21,0.56,0.09,85.57,2.47471,4.90E+14
CL5_460518474CCS_F0400366CCAM01710P3.CSV,710,710,Desert_Range,39,5.6,2.1,0.72,0.43,0.24,7.1,3.3,0.5,17.2,3.7,0.6,8.4,2.3,0.7,7.6,2.4,0.6,1.41,0.64,0.16,0.12,0.53,0.04,81.45,2.47589,3.34E+14
CL5_460518574CCS_F0400366CCAM01710P3.CSV,710,710,Desert_Range,38.7,5.6,2.1,0.83,0.46,0.35,7,3.3,0.7,17.6,3.8,0.8,8.4,2.3,0.8,7.4,2.4,0.7,1.42,0.64,0.21,0.13,0.54,0.05,81.59,2.47589,3.30E+14
CL5_460518664CCS_F0400366CCAM01710P3.CSV,710,710,Desert_Range,39.8,5.5,1.9,0.72,0.43,0.1,7.3,3.3,0.5,17.2,3.7,0.7,8.4,2.3,0.7,8,2.5,0.6,1.44,0.64,0.18,0.13,0.54,0.05,82.94,2.47589,3.21E+14
CL5_460518898CCS_F0400366CCAM01710P3.CSV,710,710,Desert_Range,40.3,5.4,1.3,0.83,0.46,0.03,7.4,3.3,0.6,19.5,4.1,0.8,7.8,2.2,1,6.6,2.1,0.8,1.74,0.64,0.24,0.17,0.55,0.05,84.21,2.47059,4.19E+14
CL5_460518998CCS_F0400366CCAM01710P3.CSV,710,710,Desert_Range,39.6,5.5,2.1,0.79,0.45,0.18,7.6,3.4,0.5,18.8,4,0.9,8.2,2.3,1,7.4,2.4,1.1,1.68,0.65,0.12,0.19,0.55,0.04,84.2,2.47059,2.92E+14
CL5_460519088CCS_F0400366CCAM01710P3.CSV,710,710,Desert_Range,47.9,4.9,2.3,0.25,0.26,0.21,11.4,3.5,1.3,17.4,3.8,0.8,9.2,2.5,0.4,1.2,0.9,1.8,1.79,0.64,0.08,2.44,1.18,0.61,91.72,2.47059,5.57E+14
CL5_460519178CCS_F0400366CCAM01710P3.CSV,710,710,Desert_Range,40.4,5.4,1.9,0.77,0.44,0.07,7.9,3.4,0.8,18.8,4,0.7,8.2,2.3,0.9,7.5,2.4,0.8,1.58,0.65,0.31,0.21,0.56,0.08,85.47,2.47059,2.09E+14
CL5_460534642CCS_F0400480CCAM15024P3.CSV,24,24,CC_BT_0710a,40.6,5.4,2.1,0.85,0.46,0.09,8.7,3.5,0.8,18.3,3.9,1,7.6,2.2,0.7,8,2.5,0.6,1.88,0.64,0.23,0.25,0.57,0.09,86.23,2.75436,3.58E+14
CL5_460534734CCS_F0400480CCAM15024P3.CSV,24,24,CC_BT_0710a,42.5,5.2,1.6,1.03,0.5,0.09,9.3,3.5,1,18.4,4,0.5,8.3,2.3,0.5,8.5,2.6,0.7,1.75,0.64,0.31,0.2,0.56,0.1,90.03,2.75436,3.36E+14
CL5_460534822CCS_F0400480CCAM15024P3.CSV,24,24,CC_BT_0710a,42.2,5.2,1.4,0.93,0.48,0.07,9.1,3.5,0.7,18.9,4,0.5,7.6,2.2,0.6,7.6,2.4,0.4,1.92,0.64,0.2,0.28,0.58,0.07,88.6,2.75436,4.21E+14
CL5_460534909CCS_F0400480CCAM15024P3.CSV,24,24,CC_BT_0710a,41.6,5.3,0.8,0.97,0.49,0.05,9.3,3.5,0.6,19.2,4.1,0.3,7.4,2.2,0.4,7.8,2.5,0.4,1.94,0.63,0.18,0.3,0.59,0.06,88.56,2.75436,4.51E+14
CL5_460534996CCS_F0400480CCAM15024P3.CSV,24,24,CC_BT_0710a,41.8,5.3,0.8,1,0.49,0.08,9.4,3.5,0.8,19.1,4.1,0.7,7.6,2.2,0.5,7.8,2.5,0.4,1.91,0.64,0.18,0.29,0.59,0.07,88.98,2.75436,4.73E+14
CL5_460607160CCS_F0400480CCAM01711P3.CSV,711,711,Gold_Ace,44.1,5.1,4.3,1.04,0.5,0.2,10.9,3.5,1,17.8,3.9,1.1,7.1,2.1,0.7,7.9,2.5,0.7,2.6,0.61,0.35,0.53,0.67,0.16,91.97,4.77933,2.19E+14
CL5_460607292CCS_F0400480CCAM01711P3.CSV,711,711,Gold_Ace,55.8,5.1,0.6,1.67,0.66,0.18,13.5,3.6,0.8,17.1,3.7,0.3,4.6,1.8,0.1,4.3,1.5,0.2,4.68,0.82,0.15,1.95,1.16,0.05,103.53,4.77933,4.13E+14
CL5_460607356CCS_F0400480CCAM01711P3.CSV,711,711,Gold_Ace,58.3,5.2,0.8,1.1,0.52,0.15,14.2,3.6,0.7,16.9,3.7,0.3,5.6,1.9,0.1,5.1,1.7,0.2,4.32,0.75,0.11,1.34,1.01,0.1,106.99,4.77933,3.23E+14
CL5_460607420CCS_F0400480CCAM01711P3.CSV,711,711,Gold_Ace,68.7,5.4,1.5,1.44,0.6,0.1,9,3.5,0.7,16.3,3.6,0.6,2.3,1.6,0.2,2.7,1.1,1,2.78,0.61,0.15,2.89,1.16,0.18,106.17,4.77933,3.78E+14
CL5_460620878CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,39.7,5.5,3.2,0.78,0.44,0.1,7.4,3.4,0.9,17.9,3.9,0.9,8,2.3,0.6,7.7,2.4,0.6,1.51,0.65,0.18,0.18,0.55,0.07,83.23,2.86095,5.18E+14
CL5_460620970CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,43.3,5.1,2.6,0.88,0.47,0.11,7.5,3.4,0.6,17.4,3.8,0.8,9,2.4,0.8,7.8,2.5,0.7,1.36,0.63,0.25,0.12,0.53,0.06,87.37,2.86095,3.25E+14
CL5_460621057CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,39.8,5.5,3,0.8,0.45,0.53,7.4,3.4,0.9,17.7,3.8,1.1,7.9,2.3,0.8,7.5,2.4,0.8,1.48,0.64,0.22,0.19,0.55,0.09,82.83,2.86095,4.92E+14
CL5_460621145CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,38.1,5.7,3,0.76,0.44,0.1,7.1,3.3,0.7,17.6,3.8,0.7,8.4,2.3,0.7,7.9,2.5,0.6,1.4,0.64,0.17,0.14,0.54,0.05,81.42,2.86095,4.24E+14
CL5_460621359CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,39.2,5.6,2.3,0.82,0.45,0.09,7.1,3.3,0.8,17.6,3.8,1.1,8.7,2.4,1.4,7.6,2.4,0.9,1.41,0.64,0.21,0.13,0.54,0.05,82.52,2.86567,4.00E+14
CL5_460621451CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,40.6,5.4,2.5,0.78,0.44,0.08,8.2,3.4,1.1,17.1,3.7,1.4,7.7,2.2,1.1,7.9,2.5,0.8,1.69,0.65,0.3,0.15,0.54,0.05,84,2.86567,3.73E+14
CL5_460621538CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,41.2,5.3,2.6,0.84,0.46,0.1,7.6,3.4,1,17.4,3.8,0.8,8.5,2.4,0.6,8.2,2.6,0.7,1.47,0.64,0.28,0.15,0.54,0.07,85.31,2.86567,3.14E+14
CL5_460621625CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,43.5,5.1,1.9,0.95,0.48,0.08,8.9,3.5,0.9,18.6,4,1,7.8,2.2,0.8,7.8,2.5,0.7,1.86,0.64,0.29,0.28,0.58,0.11,89.75,2.86567,3.44E+14
CL5_460621838CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,39.1,5.6,2,0.81,0.45,0.09,7.1,3.3,0.8,18.4,4,0.8,8.6,2.4,1.3,7.1,2.3,0.9,1.41,0.64,0.21,0.13,0.54,0.06,82.69,2.84379,3.89E+14
CL5_460621930CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,39.4,5.5,2.7,0.85,0.46,0.41,7.2,3.3,0.6,17.6,3.8,0.6,8.6,2.4,0.8,7.5,2.4,0.7,1.47,0.64,0.2,0.15,0.54,0.05,82.86,2.84379,3.60E+14
CL5_460622018CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,39.2,5.6,1.4,0.75,0.44,0.07,7.3,3.3,0.6,17.8,3.9,0.6,8.3,2.3,0.7,7.5,2.4,0.5,1.43,0.64,0.18,0.13,0.54,0.04,82.46,2.84379,4.13E+14
CL5_460622105CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,40.3,5.4,2.9,0.77,0.44,0.11,7.1,3.3,1,18.2,3.9,1.1,8.3,2.3,0.9,7.4,2.4,0.7,1.45,0.64,0.31,0.19,0.55,0.11,83.79,2.84379,4.61E+14
CL5_460622325CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,37.6,5.8,2.6,0.72,0.43,0.09,7.1,3.3,0.6,17.6,3.8,0.8,8.5,2.4,0.9,8,2.5,0.6,1.34,0.63,0.21,0.12,0.53,0.06,80.92,2.84612,4.37E+14
CL5_460622417CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,39.8,5.5,3.2,0.75,0.44,0.1,7.4,3.3,0.8,17.7,3.8,1.2,8.1,2.3,1,7.7,2.4,0.6,1.5,0.64,0.22,0.17,0.55,0.09,83.16,2.84612,4.77E+14
CL5_460622505CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,40.9,5.4,4,0.83,0.46,0.15,8,3.4,0.8,18.6,4,1.2,7.9,2.3,0.4,7.5,2.4,0.6,1.71,0.65,0.25,0.25,0.57,0.12,85.75,2.84612,5.40E+14
CL5_460622592CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,41.6,5.3,1.2,0.91,0.47,0.08,8.3,3.4,0.6,19.2,4.1,0.5,7.8,2.2,0.4,7.3,2.3,0.3,1.77,0.64,0.13,0.26,0.58,0.06,87.06,2.84612,5.29E+14
CL5_460622800CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,40.3,5.4,1.7,0.87,0.47,0.12,7.8,3.4,0.8,18.8,4,0.9,8.1,2.3,0.5,7.4,2.4,0.6,1.54,0.65,0.21,0.18,0.55,0.07,85.01,2.84224,5.51E+14
CL5_460622892CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,40.5,5.4,2.1,0.81,0.45,0.09,7.7,3.4,0.9,18.4,4,0.9,8.5,2.3,0.6,7.6,2.4,0.5,1.5,0.64,0.23,0.17,0.55,0.07,85.08,2.84224,4.76E+14
CL5_460622979CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,38.2,5.7,2.7,0.76,0.44,0.08,6.9,3.3,0.7,17.9,3.9,0.8,8.4,2.3,0.6,7.4,2.4,0.6,1.39,0.64,0.19,0.14,0.54,0.05,81.02,2.84224,4.62E+14
CL5_460623067CCS_F0400540CCAM15026P3.CSV,26,26,CC_BT_0711a,38.4,5.7,2.5,0.75,0.44,0.15,6.9,3.3,0.8,17.9,3.9,0.7,8.7,2.4,1.1,7.6,2.4,0.8,1.34,0.63,0.17,0.12,0.53,0.05,81.61,2.84224,4.24E+14
CL5_460786957CCS_F0400540CCAM01713P3.CSV,713,713,Thorndike,51.8,5,0.8,1.48,0.61,0.16,8.4,3.4,0.4,20,4.2,0.2,5.1,1.9,0.1,3.6,1.3,0.2,3.32,0.64,0.11,0.83,0.79,0.04,94.46,3.54415,5.98E+14
CL5_460787026CCS_F0400540CCAM01713P3.CSV,713,713,Thorndike,50.8,5,0.9,2.05,0.77,0.19,7.9,3.4,0.7,20.4,4.3,0.5,5,1.9,0.3,2.9,1.2,0.3,3.2,0.63,0.16,0.84,0.8,0.07,93.12,3.54415,8.12E+14
CL5_460787090CCS_F0400540CCAM01713P3.CSV,713,713,Thorndike,51.7,5,0.5,1.74,0.68,0.17,8.4,3.4,0.8,20.1,4.2,0.3,4.8,1.8,0.1,3.4,1.3,0.3,3.12,0.63,0.19,0.84,0.8,0.03,94.13,3.54415,8.51E+14
CL5_460787154CCS_F0400540CCAM01713P3.CSV,713,713,Thorndike,49.8,5,0.4,2.3,0.85,0.1,8.8,3.5,0.3,17.3,3.8,0.5,3.5,1.7,0,3.9,1.4,0.4,3.72,0.67,0.13,1.12,0.92,0.05,90.44,3.54415,1.07E+15
CL5_460787218CCS_F0400540CCAM01713P3.CSV,713,713,Thorndike,48.4,4.9,0.8,1.56,0.63,0.09,9.4,3.5,0.7,17.3,3.8,0.2,3.2,1.7,0.1,6.8,2.2,0.3,3.4,0.65,0.14,1.24,0.97,0.13,91.23,3.54415,9.32E+14
CL5_460875085CCS_F0400660CCAM15028P3.CSV,28,28,CC_BT_0714a,37.4,5.8,3.2,0.79,0.45,0.08,7.9,3.4,0.7,18,3.9,1.7,7.6,2.2,0.5,7.8,2.5,0.4,1.51,0.65,0.18,0.11,0.53,0.04,81.14,2.68134,4.91E+14
CL5_460875177CCS_F0400660CCAM15028P3.CSV,28,28,CC_BT_0714a,42.4,5.2,2,0.67,0.41,0.08,7.6,3.4,0.6,15.8,3.5,2.2,10.8,2.7,2.8,5.7,1.9,1.6,1.41,0.64,0.22,0.17,0.55,0.02,84.71,2.68134,5.85E+14
CL5_460875265CCS_F0400660CCAM15028P3.CSV,28,28,CC_BT_0714a,41.9,5.2,1.7,0.73,0.43,0.08,8.9,3.5,1.3,16.4,3.6,1.5,7.2,2.1,1.2,8.2,2.6,0.6,1.71,0.65,0.3,0.15,0.54,0.05,85.13,2.68134,4.75E+14
CL5_460875353CCS_F0400660CCAM15028P3.CSV,28,28,CC_BT_0714a,42.7,5.2,3.8,0.79,0.45,0.07,9,3.5,1.8,17.2,3.8,0.9,6.5,2,1.6,8.1,2.5,1,2.03,0.63,0.56,0.22,0.56,0.08,86.45,2.68134,6.81E+14
CL5_460875441CCS_F0400660CCAM15028P3.CSV,28,28,CC_BT_0714a,40.6,5.4,1.9,0.73,0.43,0.06,7.6,3.4,0.7,17.6,3.8,0.7,8.5,2.3,1,7.1,2.3,1.1,1.58,0.65,0.15,0.16,0.55,0.04,83.91,2.68134,6.22E+14
CL5_461139023CCS_F0401000CCAM02717P3.CSV,717,717,Greenwater,33.5,6.4,7.3,2.52,0.95,1.27,11.4,3.5,1,25,4.7,5.6,4.2,1.8,1,5.1,1.7,1.1,2.62,0.61,0.28,0.75,0.76,0.15,85.06,5.71346,7.17E+13
CL5_461139100CCS_F0401000CCAM02717P3.CSV,717,717,Greenwater,48.5,4.9,3.7,1.51,0.62,0.28,14.6,3.6,0.4,19,4.1,1.7,4.3,1.8,0.3,3.8,1.4,0.5,3.14,0.63,0.16,1.43,1.04,0.22,96.24,5.71346,6.23E+13
CL5_461139231CCS_F0401000CCAM02717P3.CSV,717,717,Greenwater,30.6,6.8,6.5,5.27,2.35,1.16,11.9,3.6,0.2,28,4.9,4.1,3.7,1.7,0.2,4,1.4,0.8,3.28,0.64,0.25,1.05,0.89,0.14,87.73,5.71346,6.13E+13
CL5_461139297CCS_F0401000CCAM02717P3.CSV,717,717,Greenwater,45.1,5,3.4,5.1,2.27,0.42,14.8,3.6,0.6,23.5,4.6,1.9,2.5,1.6,0.1,3,1.2,0.6,3.66,0.66,0.24,1.36,1.01,0.17,98.99,5.71346,1.11E+14
CL5_461153973CCS_F0401286CCAM15029P3.CSV,29,29,CC_BT_0717a,45.4,5,2.7,0.89,0.47,0.07,7.6,3.4,0.7,18.2,3.9,0.4,6.4,2,1,7.4,2.4,0.5,1.58,0.65,0.22,0.29,0.59,0.06,87.68,2.90802,5.38E+14
CL5_461154065CCS_F0401286CCAM15029P3.CSV,29,29,CC_BT_0717a,44.3,5.1,2.6,1.1,0.52,0.19,8.7,3.5,1.2,19.9,4.2,0.8,6.7,2.1,1.1,7,2.3,1.6,1.99,0.63,0.45,0.25,0.57,0.07,89.91,2.90802,4.90E+14
CL5_461154152CCS_F0401286CCAM15029P3.CSV,29,29,CC_BT_0717a,46,5,1.9,1.01,0.5,0.12,11.6,3.6,1.4,18.4,4,0.9,6.1,2,0.8,7.4,2.4,0.5,2.55,0.61,0.3,0.43,0.63,0.1,93.65,2.90802,3.78E+14
CL5_461154366CCS_F0401286CCAM15029P3.CSV,29,29,CC_BT_0717a,45,5,2.6,1.08,0.51,0.13,9.1,3.5,1,18.5,4,0.6,7.7,2.2,0.5,6.4,2.1,0.9,2.3,0.61,0.44,0.39,0.62,0.08,90.53,2.90074,6.18E+14
CL5_461154459CCS_F0401286CCAM15029P3.CSV,29,29,CC_BT_0717a,43.7,5.1,1.8,0.89,0.47,0.09,10.8,3.5,1.8,17,3.7,1.3,7,2.1,0.6,8.7,2.7,1,1.82,0.64,0.19,0.21,0.56,0.04,90.02,2.90074,4.79E+14
CL5_461154545CCS_F0401286CCAM15029P3.CSV,29,29,CC_BT_0717a,40.3,5.4,1.4,0.89,0.47,0.14,8.1,3.4,0.5,18.7,4,0.5,7.9,2.2,0.6,7.3,2.3,0.4,1.72,0.65,0.12,0.21,0.56,0.06,85.06,2.90074,5.00E+14
CL5_461154759CCS_F0401286CCAM15029P3.CSV,29,29,CC_BT_0717a,38.7,5.6,3.1,0.91,0.47,0.62,6.9,3.3,1.5,18.1,3.9,1.2,8.8,2.4,2.4,7,2.3,1.1,1.4,0.64,0.22,0.12,0.53,0.05,81.96,2.88869,5.25E+14
CL5_461154851CCS_F0401286CCAM15029P3.CSV,29,29,CC_BT_0717a,42.5,5.2,3,0.8,0.45,0.08,8.1,3.4,0.8,17.8,3.9,0.9,6.8,2.1,0.9,7.3,2.3,0.6,1.61,0.65,0.27,0.13,0.54,0.06,85.14,2.88869,5.36E+14
CL5_461154939CCS_F0401286CCAM15029P3.CSV,29,29,CC_BT_0717a,40.4,5.4,3.7,0.73,0.43,0.11,7.8,3.4,0.4,17.4,3.8,0.8,7.7,2.2,1.4,7.2,2.3,0.7,1.5,0.64,0.16,0.14,0.54,0.04,82.83,2.88869,5.01E+14
