Observation,Sol,NoParenSol,Target_Name,Silicon_Oxide(SiO2),RMSE_Silicon_Oxide,Silicon_Oxide_StDEV,Titanium_Oxide(TiO2),RMSE_Titanium_Oxide,Titanium_Oxide_StDEV,Aluminum_Oxide(AI2O3),RMSE_Aluminum_Oxide,Aluminum_Oxide_StDEV,Iron_Oxides_Total(FeOT),RMSE_Iron_Oxide_Total,Iron_Oxide_Total_StDEV,Magnesium_Oxide(MgO),RMSE_Magnesium_Oxide,Magnesium_Oxide_StDEV,Calcium_Oxide(CaO),RMSE_Calcium_Oxide,Calcium_Oxide_StDEV,Sodium_Oxide(Na2O),RMSE_Sodium_Oxide,Sodium_Oxide_StDEV,Potassium_Oxide(K2O),RMSE_Potassium_Oxide,Potassium_Oxide_StDEV,Sum_of_Oxides,Distance_Rover_m,Spectrum_Total
CL5_461155027CCS_F0401286CCAM15029P3.CSV,29,29,CC_BT_0717a,40.4,5.4,2.3,0.79,0.45,0.08,7.9,3.4,0.5,17.5,3.8,0.9,8,2.3,0.7,7.6,2.4,0.8,1.53,0.65,0.17,0.16,0.55,0.05,83.93,2.88869,5.00E+14
CL5_461232335CCS_F0401286CCAM05718P3.CSV,718,718,Shergottite,41.2,5.3,0.7,0.41,0.32,0.09,9.4,3.5,0.2,14,3.2,0.2,5.3,1.9,0,15,3.4,0.5,2.49,0.61,0.1,0.29,0.59,0.01,88.07,1.56964,3.86E+14
CL5_461315574CCS_F0401286CCAM01719P3.CSV,719,719,Bonanza_King1,58.6,5.2,0.9,1.25,0.55,0.06,13,3.6,0.9,15.5,3.5,0.7,2.5,1.6,0.2,6.1,2,0.5,3.25,0.64,0.08,0.87,0.81,0.07,101.16,3.32773,4.23E+14
CL5_461315644CCS_F0401286CCAM01719P3.CSV,719,719,Bonanza_King1,57.4,5.2,1.6,1.47,0.61,0.1,11.6,3.6,0.5,16.8,3.7,0.7,2.5,1.6,0.2,5,1.7,0.7,3.16,0.63,0.16,0.74,0.76,0.09,98.65,3.32773,6.00E+14
CL5_461315707CCS_F0401286CCAM01719P3.CSV,719,719,Bonanza_King1,58.4,5.2,0.7,1.47,0.61,0.04,11.6,3.6,0.3,16.7,3.7,0.6,2.8,1.6,0.2,4.5,1.6,0.5,3.09,0.63,0.1,0.72,0.75,0.04,99.29,3.32773,5.78E+14
CL5_461315771CCS_F0401286CCAM01719P3.CSV,719,719,Bonanza_King1,53.7,5.1,1.3,1.61,0.65,0.09,12.2,3.6,0.8,18.2,3.9,0.7,2.7,1.6,0.2,6,2,1.1,3.25,0.64,0.19,0.79,0.78,0.08,98.4,3.32773,5.69E+14
CL5_461315835CCS_F0401286CCAM01719P3.CSV,719,719,Bonanza_King1,57.2,5.2,0.6,1.62,0.65,0.14,13.3,3.6,0.9,17.6,3.8,0.7,2.4,1.6,0.3,4.4,1.5,0.4,3.71,0.67,0.18,1.23,0.96,0.17,101.6,3.32773,3.97E+14
CL5_461316246CCS_F0401286CCAM02719P3.CSV,719,719,Bonanza_King2,46.3,5,0.7,1.56,0.63,0.06,7.5,3.4,0.4,13.4,3.2,0.4,2,1.6,0.1,11.7,3.1,0.5,1.87,0.64,0.12,0.28,0.58,0.03,84.69,3.21812,6.50E+14
CL5_461316316CCS_F0401286CCAM02719P3.CSV,719,719,Bonanza_King2,55.1,5.1,0.9,1.42,0.59,0.1,10.2,3.5,0.7,18.4,4,0.7,3.1,1.7,0.2,5.6,1.9,0.6,2.73,0.61,0.23,0.7,0.74,0.09,97.2,3.21812,5.37E+14
CL5_461316379CCS_F0401286CCAM02719P3.CSV,719,719,Bonanza_King2,50,5,1,1.43,0.6,0.09,8.5,3.4,1,19.7,4.2,0.5,8.9,2.4,0.7,3.4,1.3,0.6,2.39,0.61,0.16,0.39,0.62,0.06,94.66,3.21812,7.10E+14
CL5_461316443CCS_F0401286CCAM02719P3.CSV,719,719,Bonanza_King2,54.2,5.1,0.7,1.58,0.64,0.07,13.4,3.6,1.3,19.7,4.2,0.6,2.4,1.6,0.4,4.5,1.6,0.3,3.54,0.65,0.24,0.41,0.63,0.03,99.76,3.21812,5.90E+14
CL5_461316507CCS_F0401286CCAM02719P3.CSV,719,719,Bonanza_King2,56.3,5.2,0.8,1.87,0.72,0.15,8.4,3.4,0.3,22.9,4.5,0.6,4.6,1.8,0.4,1.9,1,0.3,2.56,0.61,0.15,0.52,0.67,0.06,99.06,3.21812,4.74E+14
CL5_461316922CCS_F0401286CCAM03719P3.CSV,719,719,Manly,7.5,6.7,5,0.21,0.25,0.18,0.4,2.6,0.4,1.8,1.7,1.9,2,1.6,0.3,35.6,6.8,3.1,0.28,0.33,0.13,0.02,0.51,0.02,47.7,3.19843,5.35E+14
CL5_461316991CCS_F0401286CCAM03719P3.CSV,719,719,Manly,0,6.7,0.9,0.56,0.38,0.23,0.9,2.6,0.3,8.4,2.4,15,2.2,1.6,0.4,28.4,5.6,3.4,0.39,0.36,0.18,0.81,0.79,0.65,41.73,3.19843,7.07E+14
CL5_461317055CCS_F0401286CCAM03719P3.CSV,719,719,Manly,51.3,5,10,1.26,0.55,0.14,0.7,2.6,0.3,15.9,3.5,0.7,3.6,1.7,0.2,10.8,3,3.7,1.38,0.64,0.12,2.08,1.17,0.16,87.02,3.19843,5.74E+14
CL5_461317119CCS_F0401286CCAM03719P3.CSV,719,719,Manly,55.1,5.1,3.2,1.83,0.71,0.05,0.4,2.6,0.1,9.5,2.6,2.9,2.5,1.6,0.2,0.8,0.9,0.1,1.22,0.61,0.13,4.68,1.34,0.23,75.94,3.19843,4.05E+14
CL5_461317184CCS_F0401286CCAM03719P3.CSV,719,719,Manly,44.8,5,2,1.49,0.61,0.55,10.7,3.5,2.1,20.4,4.3,1.1,5.5,1.9,0.7,7.5,2.4,1.3,2.76,0.61,0.46,0.66,0.72,0.24,93.82,3.19843,2.31E+14
CL5_461317606CCS_F0401286CCAM04719P3.CSV,719,719,Campito,61.6,5.3,0.7,1.98,0.75,0.23,12.1,3.6,0.7,17.7,3.8,0.5,2,1.6,0.5,2.2,1,0.2,3.93,0.69,0.19,1.11,0.91,0.1,102.74,3.5891,4.58E+14
CL5_461317676CCS_F0401286CCAM04719P3.CSV,719,719,Campito,62.4,5.3,0.6,2.08,0.78,0.17,11.8,3.6,0.3,17.7,3.8,0.4,1.8,1.5,0.3,2.1,1,0.3,3.77,0.67,0.15,1.21,0.96,0.09,102.95,3.5891,4.65E+14
CL5_461317740CCS_F0401286CCAM04719P3.CSV,719,719,Campito,65.7,5.3,1.1,2.2,0.81,0.24,11.1,3.5,0.6,16.4,3.6,0.6,1.6,1.5,0.3,2.5,1.1,0.4,2.42,0.61,0.16,0.52,0.67,0.05,102.47,3.5891,3.48E+14
CL5_461317804CCS_F0401286CCAM04719P3.CSV,719,719,Campito,4.3,6.7,3,0,0.2,0.12,2.1,2.7,0.8,0.3,1.6,1.1,2.2,1.6,0.4,46.4,8.4,3,0.3,0.34,0.13,0.01,0.51,0.01,55.6,3.5891,1.80E+14
CL5_461317907CCS_F0401286CCAM04719P3.CSV,719,719,Campito,48.1,4.9,4.7,0.86,0.46,0.13,14.6,3.6,3.5,17.3,3.8,3.5,5.4,1.9,2,7.6,2.4,1.2,3.64,0.66,1.57,0.75,0.76,0.39,98.18,3.59526,3.40E+14
CL5_461318074CCS_F0401286CCAM04719P3.CSV,719,719,Campito,1.6,6.7,1.4,0,0.2,0.1,1.2,2.6,0.7,0,1.6,1,1.5,1.5,0.8,47,8.5,4.4,0.21,0.32,0.11,0.01,0.51,0.01,51.63,3.59526,1.45E+14
CL5_461318138CCS_F0401286CCAM04719P3.CSV,719,719,Campito,74.4,5.5,0.6,1.35,0.58,0.09,6.7,3.3,0.3,7.8,2.3,0.2,5.1,1.9,0.4,0.6,0.8,0.1,3.08,0.63,0.08,0.82,0.79,0.06,99.78,3.59526,3.04E+14
CL5_461318202CCS_F0401286CCAM04719P3.CSV,719,719,Campito,73.4,5.5,1.2,1.97,0.74,0.18,10.7,3.5,0.3,9.3,2.6,1.4,1.8,1.5,0.2,1.3,0.9,0.4,3.18,0.63,0.15,1.07,0.9,0.1,102.61,3.59526,3.01E+14
CL5_461318305CCS_F0401286CCAM04719P3.CSV,719,719,Campito,46.4,5,1.9,1.43,0.6,0.1,9.9,3.5,0.5,14.5,3.3,0.6,2.6,1.6,0.4,13.6,3.3,0.6,1.53,0.65,0.08,0.41,0.63,0.04,90.36,3.60021,5.28E+14
CL5_461318443CCS_F0401286CCAM04719P3.CSV,719,719,Campito,68.6,5.4,2.2,1.6,0.64,0.18,6.4,3.2,0.4,17.4,3.8,0.3,2.5,1.6,0.1,4.4,1.5,1,2.84,0.62,0.13,0.7,0.74,0.06,104.35,3.60021,3.39E+14
CL5_461318507CCS_F0401286CCAM04719P3.CSV,719,719,Campito,67.1,5.4,8.4,1.07,0.51,0.19,2.5,2.7,0.4,16.1,3.6,1.4,2.7,1.6,0.1,11.5,3.1,4.1,1.97,0.63,0.39,0.21,0.56,0.05,103.12,3.60021,2.45E+14
CL5_461318571CCS_F0401286CCAM04719P3.CSV,719,719,Campito,71.2,5.4,0.7,1.88,0.72,0.09,8.1,3.4,0.5,17.8,3.8,0.6,1.8,1.5,0.1,1.1,0.9,0.1,3.84,0.68,0.12,0.72,0.75,0.05,106.4,3.60021,4.36E+14
CL5_461318675CCS_F0401286CCAM04719P3.CSV,719,719,Campito,67.6,5.4,1.8,2.32,0.86,0.29,8.4,3.4,0.9,17.6,3.8,1.2,2.2,1.6,0.3,1.4,0.9,0.2,2.99,0.62,0.22,0.57,0.69,0.12,103.05,3.60641,4.01E+14
CL5_461318812CCS_F0401286CCAM04719P3.CSV,719,719,Campito,70.1,5.4,0.6,2.14,0.79,0.11,8.9,3.5,0.6,16.7,3.7,0.6,2.1,1.6,0.2,1.2,0.9,0.1,3.04,0.62,0.16,0.93,0.84,0.14,105.08,3.60641,4.07E+14
CL5_461318876CCS_F0401286CCAM04719P3.CSV,719,719,Campito,67.8,5.4,0.9,2.01,0.76,0.08,9.7,3.5,0.4,17.1,3.7,0.4,2.5,1.6,0.3,1.5,0.9,0.2,3.23,0.63,0.14,0.9,0.82,0.08,104.7,3.60641,4.23E+14
CL5_461318940CCS_F0401286CCAM04719P3.CSV,719,719,Campito,69.1,5.4,0.8,2.03,0.76,0.16,10.2,3.5,0.3,15.1,3.4,1.3,2,1.6,0.2,2,1,0.3,3.1,0.63,0.09,1.29,0.99,0.16,104.82,3.60641,4.02E+14
CL5_461408860CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,50.6,5,1.4,1.49,0.61,0.1,8.2,3.4,0.5,19.7,4.2,0.3,5.3,1.9,0.3,5.1,1.7,0.5,2.73,0.61,0.23,0.84,0.8,0.09,93.97,2.73341,5.23E+14
CL5_461408952CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,51.4,5,0.5,1.75,0.69,0.05,8.7,3.5,0.3,20,4.2,0.2,4,1.7,0.1,3.1,1.2,0.2,3.82,0.68,0.1,1.74,1.12,0.06,94.52,2.73341,9.65E+14
CL5_461409039CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,50.2,5,0.6,2.03,0.76,0.13,8.7,3.5,0.4,18.9,4,0.4,3.8,1.7,0.2,3,1.2,0.2,3.86,0.68,0.1,1.74,1.12,0.06,92.2,2.73341,1.05E+15
CL5_461409126CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,54.4,5.1,0.5,1.8,0.7,0.08,9.4,3.5,0.3,19.6,4.2,0.3,4.2,1.8,0.1,3.2,1.2,0.2,4.31,0.74,0.07,1.96,1.16,0.04,98.86,2.73341,7.27E+14
CL5_461409329CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,51.6,5,0.4,1.74,0.68,0.12,8.8,3.5,0.4,19.7,4.2,0.2,4.5,1.8,0.1,3.7,1.3,0.1,3.82,0.68,0.11,1.73,1.12,0.04,95.57,2.73269,9.99E+14
CL5_461409418CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,52.4,5,0.8,1.67,0.66,0.12,9.2,3.5,0.4,18.8,4,0.2,4.7,1.8,0.1,3.9,1.4,0.2,3.34,0.64,0.19,1.2,0.95,0.1,95.19,2.73269,8.75E+14
CL5_461409505CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,41.6,5.3,4.2,0.93,0.48,0.36,8.8,3.5,1,18,3.9,1,7.3,2.2,1.9,6.9,2.2,1.1,1.85,0.64,0.59,0.23,0.57,0.13,85.57,2.73269,3.21E+14
CL5_461409593CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,37.4,5.8,3,0.71,0.42,0.07,6.9,3.3,0.6,18.7,4,1.4,8.3,2.3,1.4,8,2.5,2.3,1.42,0.64,0.2,0.12,0.53,0.04,81.45,2.73269,4.77E+14
CL5_461409795CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,41.4,5.3,1.3,0.96,0.49,0.08,8.5,3.4,0.9,19.8,4.2,0.8,7.1,2.1,0.8,7.6,2.4,0.5,1.74,0.64,0.28,0.39,0.62,0.24,87.5,2.72697,6.53E+14
CL5_461409884CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,44.1,5.1,2.5,1.02,0.5,0.21,9.4,3.5,1.1,18.9,4,0.9,5.5,1.9,2.1,6.8,2.2,0.6,2.15,0.62,0.59,0.23,0.57,0.06,88.18,2.72697,3.93E+14
CL5_461409972CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,46,5,1.5,1.28,0.56,0.18,11.6,3.6,1.2,20.6,4.3,0.9,3.6,1.7,0.7,6.7,2.2,0.9,2.88,0.62,0.64,0.29,0.59,0.13,92.91,2.72697,4.04E+14
CL5_461410060CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,39.4,5.5,2.3,0.88,0.47,0.14,7.6,3.4,0.4,19.4,4.1,1.2,8.1,2.3,1.2,6.1,2,0.7,1.71,0.65,0.25,0.17,0.55,0.06,83.31,2.72697,2.90E+14
CL5_461410263CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,48.6,4.9,4.1,1.13,0.52,0.12,8.2,3.4,0.4,20.5,4.3,1,3.6,1.7,1.6,5.8,1.9,1.1,1.65,0.65,0.17,0.13,0.54,0.07,89.59,2.72483,6.91E+14
CL5_461410352CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,40.1,5.5,1.1,0.86,0.46,0.1,7.4,3.3,0.7,18.9,4,0.5,8,2.3,0.5,7,2.3,0.5,1.57,0.65,0.19,0.16,0.55,0.06,83.96,2.72483,5.22E+14
CL5_461410439CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,39,5.6,1.7,0.73,0.43,0.05,8.4,3.4,1,18.2,3.9,0.8,7.6,2.2,1.2,8.1,2.5,0.9,1.59,0.65,0.27,0.1,0.53,0.06,83.65,2.72483,3.04E+14
CL5_461410526CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,41,5.3,1,0.78,0.44,0.06,7.6,3.4,0.6,18.2,3.9,0.6,7.5,2.2,0.4,7,2.3,0.6,1.55,0.65,0.21,0.2,0.56,0.05,83.79,2.72483,4.68E+14
CL5_461410728CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,41.5,5.3,1.9,0.8,0.45,0.06,7.6,3.4,0.5,17.9,3.9,0.8,8.5,2.3,0.9,7.6,2.4,0.6,1.59,0.65,0.23,0.16,0.55,0.07,85.6,2.7234,4.03E+14
CL5_461410817CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,39.1,5.6,2.1,0.93,0.48,0.23,7.4,3.4,0.7,18.4,4,0.6,6.8,2.1,1,8.2,2.5,1.5,1.54,0.65,0.28,0.15,0.54,0.05,82.43,2.7234,5.58E+14
CL5_461410914CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,37.7,5.8,3.4,0.73,0.43,0.24,7.7,3.4,1,16.6,3.6,1,8.4,2.3,0.8,8,2.5,0.5,1.69,0.65,0.27,0.15,0.54,0.05,80.92,2.7234,3.26E+14
CL5_461411002CCS_F0401378CCAM15026P3.CSV,26,26,CC_BT_0720a,40.3,5.4,1.4,0.73,0.43,0.06,7.3,3.3,0.7,17.6,3.8,0.9,8.4,2.3,0.9,7.6,2.4,0.8,1.47,0.64,0.2,0.15,0.54,0.05,83.55,2.7234,4.55E+14
CL5_461498690CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,53.4,5.1,2,1.51,0.62,0.09,7.6,3.4,0.3,17,3.7,0.4,3.1,1.7,0.2,6.8,2.2,1,2.34,0.61,0.15,0.5,0.66,0.07,92.36,2.73054,5.56E+14
CL5_461498767CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,58.3,5.2,1.7,1.37,0.58,0.13,9.9,3.5,0.9,17,3.7,1,2.4,1.6,0.4,4,1.4,0.8,2.47,0.61,0.21,0.57,0.69,0.17,96.07,2.73054,5.72E+14
CL5_461498832CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,53.7,5.1,0.9,1.33,0.57,0.04,8.8,3.5,0.3,17.8,3.9,0.4,5.5,1.9,0.3,4.7,1.6,0.4,2.33,0.61,0.08,0.58,0.69,0.04,94.69,2.73054,7.39E+14
CL5_461498898CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,57,5.2,0.9,1.39,0.59,0.1,11.2,3.5,1.2,16.9,3.7,1.2,2.7,1.6,0.3,4.8,1.6,0.6,2.99,0.62,0.29,0.56,0.68,0.06,97.54,2.73054,5.23E+14
CL5_461498964CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,51.4,5,0.8,1.63,0.65,0.14,7.4,3.4,0.4,19.6,4.2,0.5,3.2,1.7,0.2,7.1,2.3,0.6,1.75,0.64,0.14,0.39,0.62,0.04,92.45,2.73054,7.29E+14
CL5_461499084CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,57.7,5.2,0.5,1.22,0.54,0.04,10.7,3.5,0.4,15.2,3.4,0.4,3,1.6,0.1,5,1.7,0.3,3.42,0.65,0.17,0.54,0.67,0.05,96.68,2.7406,4.34E+14
CL5_461499251CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,56.6,5.2,1.1,1.31,0.57,0.1,10.4,3.5,0.9,16.7,3.7,0.6,2.7,1.6,0.2,5.6,1.9,0.7,2.63,0.61,0.11,0.46,0.64,0.04,96.31,2.7406,5.87E+14
CL5_461499317CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,52.5,5,0.9,1.09,0.51,0.05,8.1,3.4,0.3,17,3.7,0.7,6.9,2.1,1,5.7,1.9,1.1,2.09,0.63,0.17,0.47,0.65,0.11,93.84,2.7406,5.59E+14
CL5_461499383CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,50.7,5,1.1,1.46,0.61,0.09,6.4,3.2,0.8,18.5,4,0.3,11.5,2.8,0.8,2.1,1,0.3,2.12,0.62,0.22,0.44,0.64,0.09,93.22,2.7406,7.45E+14
CL5_461499449CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,55.1,5.1,0.9,0.91,0.47,0.03,19.6,3.7,0.4,8.8,2.5,0.6,2,1.6,0.1,8.4,2.6,0.5,4.29,0.74,0.19,0.39,0.62,0.03,99.44,2.7406,3.92E+14
CL5_461499569CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,57.9,5.2,0.6,1.33,0.57,0.1,10.8,3.5,0.8,16.2,3.6,0.8,2.8,1.6,0.2,4.2,1.5,0.3,3.01,0.62,0.21,0.97,0.85,0.15,97.26,2.75655,5.81E+14
CL5_461499707CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,39.6,5.5,2,1.39,0.59,0.12,3.3,2.8,0.8,15.1,3.4,0.4,2.7,1.6,0.2,16.4,3.6,1.4,0.65,0.45,0.2,0.08,0.52,0.03,79.32,2.75655,6.66E+14
CL5_461499773CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,56.6,5.2,0.7,1.52,0.62,0.11,10.5,3.5,0.5,17.1,3.7,0.9,2.2,1.6,0.2,5.2,1.7,0.5,2.9,0.62,0.16,0.63,0.71,0.1,96.7,2.75655,6.14E+14
CL5_461499839CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,55.5,5.1,1,1.46,0.61,0.1,10.6,3.5,0.8,17.2,3.8,0.8,2.5,1.6,0.1,5.6,1.9,0.6,3.11,0.63,0.28,0.82,0.79,0.13,96.92,2.75655,5.40E+14
CL5_461499905CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,59,5.2,1.2,1.26,0.55,0.09,10.4,3.5,0.5,16.6,3.6,0.7,2.5,1.6,0.2,4.4,1.5,0.5,3.02,0.62,0.26,0.66,0.72,0.06,97.78,2.75655,4.80E+14
CL5_461500025CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,56.9,5.2,0.8,1.39,0.59,0.13,10.3,3.5,0.5,17.3,3.8,0.5,2.5,1.6,0.2,4.8,1.6,0.4,3.13,0.63,0.17,0.76,0.76,0.06,97.02,2.77195,5.75E+14
CL5_461500164CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,54.5,5.1,1.2,1.23,0.55,0.08,10.7,3.5,0.8,16.2,3.6,0.4,2.3,1.6,0.1,7.7,2.4,0.9,2.7,0.61,0.26,0.67,0.73,0.09,96.01,2.77195,5.89E+14
CL5_461500230CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,57.6,5.2,0.9,1.29,0.56,0.13,11.9,3.6,1.1,14.9,3.4,1,2.3,1.6,0.2,4.9,1.7,0.5,3.52,0.65,0.35,0.81,0.79,0.08,97.19,2.77195,4.87E+14
CL5_461500296CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,55.5,5.1,1.1,1.62,0.65,0.06,9,3.5,0.4,19.1,4.1,0.4,2.8,1.6,0.1,4.2,1.5,0.4,2.57,0.61,0.09,0.65,0.72,0.05,95.6,2.77195,6.13E+14
CL5_461500362CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,54.7,5.1,0.7,1.78,0.69,0.08,9.7,3.5,0.3,19.7,4.2,0.3,2.8,1.6,0.3,4,1.4,0.3,2.9,0.62,0.15,0.6,0.7,0.04,96.25,2.77195,6.74E+14
CL5_461500482CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,54.6,5.1,0.9,1.47,0.61,0.06,10.6,3.5,1,18.8,4,1.1,2.9,1.6,0.7,5.2,1.7,0.9,2.92,0.62,0.14,0.61,0.7,0.04,97.06,2.7905,6.04E+14
CL5_461500622CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,57.6,5.2,0.8,1.49,0.61,0.06,11.2,3.5,0.7,17.9,3.9,0.7,2.5,1.6,0.2,3.8,1.4,0.3,3.48,0.65,0.15,0.85,0.8,0.06,98.84,2.7905,5.54E+14
CL5_461500688CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,54.9,5.1,1.2,1.37,0.58,0.09,10.7,3.5,0.5,17.2,3.8,0.4,2.8,1.6,0.2,6.7,2.2,1.1,3.24,0.64,0.14,0.9,0.82,0.12,97.79,2.7905,5.16E+14
CL5_461500754CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,56.9,5.2,1.2,1.21,0.54,0.09,10.4,3.5,0.4,19.6,4.2,0.4,3.7,1.7,0.3,4.4,1.5,0.8,3.1,0.63,0.12,0.93,0.84,0.14,100.15,2.7905,4.87E+14
CL5_461500820CCS_F0401378CCAM01721P3.CSV,721,721,Bonanza_King1_ccam,60.1,5.3,0.5,1.79,0.7,0.11,9.7,3.5,0.3,18.2,3.9,0.6,2.4,1.6,0.1,3.2,1.2,0.3,3.08,0.63,0.14,0.74,0.76,0.05,99.05,2.7905,3.71E+14
CL5_461849180CCS_F0401378CCAM02725P3.CSV,725,725,Carrara,44.3,5.1,0.5,1.09,0.51,0.08,7.5,3.4,0.3,21.2,4.4,0.8,4,1.7,0.2,2.2,1,0.1,2.47,0.61,0.11,3.25,1.16,0.23,85.99,2.47,5.63E+14
CL5_461849257CCS_F0401378CCAM02725P3.CSV,725,725,Carrara,41.6,5.3,1,1.03,0.5,0.1,7.4,3.3,0.6,22.2,4.5,0.6,3.9,1.7,0.2,2.7,1.1,0.5,2.4,0.61,0.14,3.05,1.16,0.25,84.22,2.47,5.38E+14
CL5_461849323CCS_F0401378CCAM02725P3.CSV,725,725,Carrara,41.7,5.3,1,1.08,0.51,0.05,7.9,3.4,0.5,21.1,4.4,0.7,3.1,1.7,0.2,3.2,1.2,0.4,2.18,0.62,0.08,3.27,1.16,0.13,83.6,2.47,9.50E+14
CL5_461849389CCS_F0401378CCAM02725P3.CSV,725,725,Carrara,52.7,5,0.9,1.22,0.54,0.08,11.3,3.5,0.7,18.2,3.9,0.4,3.5,1.7,0.2,5.2,1.8,0.4,3.12,0.63,0.2,0.89,0.82,0.13,96.09,2.47,5.56E+14
CL5_461849455CCS_F0401378CCAM02725P3.CSV,725,725,Carrara,41.1,5.3,1.3,0.87,0.47,0.12,8.5,3.4,0.5,19.3,4.1,0.5,8.1,2.3,0.8,7.4,2.4,0.4,1.86,0.64,0.21,0.28,0.58,0.1,87.41,2.47,3.55E+14
CL5_461850148CCS_F0401378CCAM03725P3.CSV,725,725,Perdido,51.3,5,0.6,1.37,0.58,0.07,14.1,3.6,1,18.2,3.9,0.4,3.9,1.7,0.2,6.3,2.1,0.4,3.57,0.66,0.12,0.77,0.77,0.08,99.45,2.47059,4.19E+14
CL5_461850217CCS_F0401378CCAM03725P3.CSV,725,725,Perdido,47.5,4.9,1.1,1.1,0.52,0.07,10.2,3.5,0.7,20.3,4.3,0.1,3.6,1.7,0.2,4.3,1.5,0.4,3.02,0.62,0.11,2.29,1.18,0.1,92.19,2.47059,5.26E+14
CL5_461850280CCS_F0401378CCAM03725P3.CSV,725,725,Perdido,48.7,4.9,0.5,0.96,0.49,0.05,13.9,3.6,1.4,17.8,3.8,1.1,2,1.6,0.2,7,2.3,0.7,3.63,0.66,0.32,1.98,1.16,0.18,95.92,2.47059,4.93E+14
CL5_461850344CCS_F0401378CCAM03725P3.CSV,725,725,Perdido,44.9,5,1.7,1.06,0.51,0.06,7.2,3.3,0.3,20.3,4.3,0.4,4.5,1.8,0.3,3,1.2,0.1,2.24,0.62,0.06,2.58,1.18,0.07,85.8,2.47059,5.43E+14
CL5_461850445CCS_F0401378CCAM03725P3.CSV,725,725,Perdido,48.2,4.9,0.5,1.03,0.5,0.05,9,3.5,0.4,20.4,4.3,0.2,3.5,1.7,0.2,4.1,1.4,0.2,3.21,0.63,0.1,2,1.17,0.13,91.49,2.46707,4.84E+14
CL5_461850611CCS_F0401378CCAM03725P3.CSV,725,725,Perdido,44.5,5,1,1.04,0.5,0.05,8.9,3.5,0.6,19.5,4.1,0.5,3.7,1.7,0.2,4.5,1.5,0.6,2.53,0.61,0.1,2.62,1.18,0.09,87.24,2.46707,7.29E+14
CL5_461850675CCS_F0401378CCAM03725P3.CSV,725,725,Perdido,47.1,5,0.4,1.07,0.51,0.05,9.2,3.5,0.4,18.9,4,0.3,3.6,1.7,0.1,4.2,1.5,0.2,2.81,0.61,0.12,2.19,1.18,0.2,89,2.46707,6.35E+14
