frame,site,drive,pose,landing_x,landing_y,landing_z,northing,easting,planetocentric_latitude,planetodetic_latitude,longitude,elevation,map_pixel_line,map_pixel_sample,dem_pixel_line,dem_pixel_sample,roll,pitch,yaw,sclk,sol
ROVER,39,0,14,-3961.96,-3402.169,-33.73,-276001.228,8143409.054,-4.656307658,-4.711362065,137.3842363,-4467.31,17948.91,9484.22,4488.15,2371.56,-2.909,3.865,-172.76,458310547,685
ROVER,39,444,-1,-4026.981,-3448.409,-36.47,-276066.249,8143362.814,-4.657404602,-4.712471862,137.3834563,-4464.57,18209,9299.26,4553.17,2325.32,4.29,5.601,-149.472,458573881,688
ROVER,39,516,-1,-4036.184,-3448.429,-37.51,-276075.452,8143362.794,-4.657559862,-4.712628941,137.3834559,-4463.53,18245.81,9299.18,4562.38,2325.3,1.059,8.072,-178.871,458660226,689
ROVER,39,726,-1,-4064.4,-3439.266,-39.26,-276103.668,8143371.957,-4.658035883,-4.71311054,137.3836105,-4461.78,18358.67,9335.83,4590.59,2334.46,-1.69,4.163,164.01,458748925,690
ROVER,39,924,-1,-4081.868,-3448.526,-40.54,-276121.136,8143362.697,-4.658330578,-4.713408689,137.3834543,-4460.5,18428.54,9298.79,4608.06,2325.2,5.437,0.122,-117.903,458837054,691
ROVER,39,1176,-1,-4090.939,-3472.705,-41.41,-276130.207,8143338.518,-4.658483612,-4.713563515,137.3830464,-4459.63,18464.83,9202.07,4617.13,2301.03,-1.791,4.968,-174.018,458930206,692
ROVER,39,1396,-1,-4111.094,-3476.958,-41.91,-276150.362,8143334.265,-4.658823639,-4.713907527,137.3829746,-4459.13,18545.45,9185.06,4637.29,2296.77,4.934,2.109,179.881,459190955,695
ROVER,39,1552,-1,-4130.197,-3475.269,-43.57,-276169.465,8143335.954,-4.659145918,-4.714233582,137.3830031,-4457.47,18621.86,9191.82,4656.39,2298.46,-2.578,7.469,169.653,459282065,696
ROVER,39,1666,-1,-4142.968,-3474.593,-44.3,-276182.236,8143336.63,-4.659361372,-4.714451561,137.3830145,-4456.74,18672.94,9194.52,4669.16,2299.14,-1.715,3.619,-179.981,459819677,702
ROVER,39,1888,-1,-4170.092,-3485.597,-44.3,-276209.36,8143325.626,-4.659818971,-4.714914521,137.3828289,-4456.74,18781.44,9150.5,4696.28,2288.13,1.868,8.375,151.361,459904841,703
SITE,40,-1,-1,-4172.889,-3484.641,-44.64,-276212.157,8143326.582,-4.659866158,-4.714962261,137.382845,-4456.4,18792.63,9154.33,4699.08,2289.09,0,0,0,460085035,705
ROVER,40,0,24,-4172.889,-3484.641,-44.64,-276212.157,8143326.582,-4.659866158,-4.714962261,137.382845,-4456.4,18792.63,9154.33,4699.08,2289.09,-6.808,8.79,115.04,460085035,705
ROVER,40,200,-1,-4185.272,-3495.176,-43.1,-276224.54,8143316.047,-4.660075066,-4.715173618,137.3826673,-4457.94,18842.16,9112.19,4711.46,2278.55,0.378,-5.228,-155.481,460168971,706
ROVER,40,366,-1,-4197.671,-3492.933,-42.64,-276236.939,8143318.29,-4.660284245,-4.715385247,137.3827051,-4458.4,18891.76,9121.16,4723.86,2280.8,-5.196,-1.53,-15.146,460433965,709
ROVER,40,480,-1,-4190.153,-3495.125,-42.88,-276229.421,8143316.098,-4.660157412,-4.715256928,137.3826681,-4458.16,18861.68,9112.39,4716.35,2278.61,-2.56,3.595,-8.862,460526088,710
ROVER,40,540,-1,-4189.017,-3495.406,-42.78,-276228.285,8143315.817,-4.660138247,-4.715237538,137.3826634,-4458.26,18857.14,9111.27,4715.21,2278.32,1.629,4.23,72.232,460612146,711
ROVER,40,660,-1,-4182.009,-3493.606,-43.36,-276221.277,8143317.617,-4.660020018,-4.715117924,137.3826938,-4457.68,18829.11,9118.47,4708.2,2280.12,-2.7,11.335,-6.884,460792822,713
ROVER,40,1000,-1,-4154.034,-3511.405,-43.97,-276193.302,8143299.818,-4.659548063,-4.714640439,137.3823935,-4457.07,18717.21,9047.27,4680.23,2262.33,-0.195,-6.349,-169.794,460882667,714
ROVER,40,1286,-1,-4176.992,-3491.178,-44.28,-276216.26,8143320.045,-4.659935378,-4.715032292,137.3827347,-4456.76,18809.04,9128.18,4703.18,2282.55,0.519,-8.042,-163.279,461147788,717
ROVER,40,1378,-1,-4178.363,-3490.294,-43.68,-276217.631,8143320.929,-4.659958507,-4.715055693,137.3827496,-4457.36,18814.52,9131.72,4704.56,2283.44,0.865,-5.985,-126.168,461323667,719
ROVER,40,1850,-1,-4132.833,-3528.508,-43.27,-276172.101,8143282.715,-4.659190389,-4.714278574,137.3821049,-4457.77,18632.4,8978.86,4659.03,2245.22,-0.726,3.436,178.413,462215267,729
ROVER,40,2040,-1,-4138.432,-3544.054,-43.18,-276177.7,8143267.169,-4.659284847,-4.714374139,137.3818427,-4457.86,18654.8,8916.68,4664.62,2229.68,-0.765,0.94,109.595,462392109,731
SITE,41,-1,-1,-4143.146,-3597.512,-43.18,-276182.414,8143213.711,-4.659364375,-4.714454599,137.3809408,-4457.86,18673.66,8702.84,4669.34,2176.22,0,0,0,462572832,733
ROVER,41,0,0,-4143.146,-3597.512,-43.18,-276182.414,8143213.711,-4.659364375,-4.714454599,137.3809408,-4457.86,18673.66,8702.84,4669.34,2176.22,-0.371,7.078,-85.634,462572832,733
ROVER,41,322,-1,-4119.419,-3620.514,-42.97,-276158.687,8143190.709,-4.658964087,-4.71404962,137.3805527,-4458.07,18578.75,8610.84,4645.61,2153.22,-1.073,-2.915,159.376,462743624,735
ROVER,41,592,-1,-4130.099,-3647.268,-42.93,-276169.367,8143163.955,-4.659144265,-4.714231909,137.3801014,-4458.11,18621.47,8503.82,4656.29,2126.46,-1.846,0.427,-113.047,463009349,738
ROVER,41,748,-1,-4135.341,-3668.961,-42.54,-276174.609,8143142.262,-4.6592327,-4.714321381,137.3797354,-4458.5,18642.44,8417.05,4661.53,2104.77,2.274,0.834,-112.192,463099672,739
ROVER,41,838,-1,-4140.478,-3677.239,-42.18,-276179.746,8143133.984,-4.659319365,-4.714409061,137.3795958,-4458.86,18662.98,8383.94,4666.67,2096.49,2.209,0.008,-110.077,463190079,740
ROVER,41,1330,-1,-4141.817,-3761.986,-41.39,-276181.085,8143049.237,-4.659341954,-4.714431915,137.378166,-4459.65,18668.34,8044.95,4668.01,2011.74,1.402,2.422,-104.44,463456463,743
ROVER,41,1570,-1,-4149.295,-3792.948,-41.79,-276188.563,8143018.275,-4.659468113,-4.714559552,137.3776437,-4459.25,18698.25,7921.1,4675.49,1980.78,4.038,8.722,-121.546,463551502,744
ROVER,41,1642,-1,-4153.201,-3799.799,-42.33,-276192.469,8143011.424,-4.659534009,-4.714626221,137.3775281,-4458.71,18713.88,7893.7,4679.39,1973.93,2.183,0.927,-133.448,463723034,746
SITE,42,-1,-1,-4231.84,-3826.594,-40.11,-276271.108,8142984.629,-4.660860697,-4.715968453,137.377076,-4460.93,19028.43,7786.52,4758.03,1947.14,0,0,0,463813058,747
ROVER,42,0,0,-4231.84,-3826.594,-40.11,-276271.108,8142984.629,-4.660860697,-4.715968453,137.377076,-4460.93,19028.43,7786.52,4758.03,1947.14,-1.41,3.917,-158.075,463813058,747
ROVER,42,186,-1,-4243.295,-3844.214,-41.38,-276282.563,8142967.009,-4.66105395,-4.71616397,137.3767788,-4459.66,19074.25,7716.04,4769.49,1929.52,-1.068,3.811,-160.601,463898087,748
ROVER,42,852,-1,-4323.828,-3816.591,-41.59,-276363.096,8142994.632,-4.66241259,-4.71753853,137.3772448,-4459.45,19396.38,7826.53,4850.02,1957.14,-0.369,8.497,142.666,464169469,751
ROVER,42,1020,-1,-4340.824,-3803.623,-40.45,-276380.092,8143007.6,-4.662699323,-4.717828623,137.3774636,-4460.59,19464.37,7878.4,4867.02,1970.11,-5.597,3.425,159.988,464341866,753
SITE,43,-1,-1,-4340.824,-3803.623,-40.45,-276380.092,8143007.6,-4.662699323,-4.717828623,137.3774636,-4460.59,19464.37,7878.4,4867.02,1970.11,0,0,0,466393157,776
ROVER,43,0,4,-4340.824,-3803.623,-40.45,-276380.092,8143007.6,-4.662699323,-4.717828623,137.3774636,-4460.59,19464.37,7878.4,4867.02,1970.11,-5.616,3.352,159.189,466393157,776
ROVER,43,216,-1,-4357.029,-3798.281,-42.05,-276396.297,8143012.942,-4.662972711,-4.718105214,137.3775537,-4458.99,19529.19,7899.77,4883.22,1975.45,-4.428,5.799,105.058,466740057,780
SITE,44,-1,-1,-4357.029,-3798.281,-42.05,-276396.297,8143012.942,-4.662972711,-4.718105214,137.3775537,-4458.99,19529.19,7899.77,4883.22,1975.45,0,0,0,466928812,782
ROVER,44,0,0,-4357.029,-3798.281,-42.05,-276396.297,8143012.942,-4.662972711,-4.718105214,137.3775537,-4458.99,19529.19,7899.77,4883.22,1975.45,-4.426,5.78,105.018,466928812,782
ROVER,44,36,-1,-4355.601,-3794.197,-42.35,-276394.869,8143017.026,-4.66294862,-4.718080841,137.3776226,-4458.69,19523.48,7916.1,4881.79,1979.53,-5.07,8.532,81.244,467185992,785
ROVER,44,190,-1,-4366.33,-3783.538,-43.28,-276405.598,8143027.685,-4.663129624,-4.718263966,137.3778024,-4457.76,19566.39,7958.74,4892.52,1990.19,-6.347,1.08,101.172,467365542,787
ROVER,44,256,-1,-4370.136,-3778.041,-43.71,-276409.404,8143033.182,-4.663193834,-4.718328928,137.3778952,-4457.33,19581.62,7980.73,4896.33,1995.69,-7.798,6.98,139.736,467626071,790
ROVER,44,370,-1,-4380.103,-3784.768,-45.54,-276419.371,8143026.455,-4.663361983,-4.718499048,137.3777817,-4455.5,19621.48,7953.82,4906.3,1988.96,0.228,13.14,167.004,467809262,792
ROVER,44,568,-1,-4389.652,-3801.214,-47.18,-276428.92,8143010.009,-4.663523081,-4.718662032,137.3775042,-4453.86,19659.68,7888.04,4915.84,1972.52,-9.331,7.544,131.402,467983841,794
ROVER,44,920,-1,-4337.863,-3804.504,-40.4,-276377.131,8143006.719,-4.662649369,-4.717778083,137.3774487,-4460.64,19452.52,7874.88,4864.06,1969.23,3.37,-3.036,30.496,468251206,797
ROVER,44,1140,-1,-4333.367,-3800.369,-39.84,-276372.635,8143010.854,-4.662573519,-4.717701344,137.3775185,-4461.2,19434.54,7891.42,4859.56,1973.36,-0.439,-1.548,111.245,468426015,799
ROVER,44,1282,-1,-4338.489,-3802.369,-40.28,-276377.757,8143008.854,-4.66265993,-4.717788768,137.3774847,-4460.76,19455.03,7883.42,4864.68,1971.36,-4.011,3.718,-159.238,468785278,803
ROVER,44,1432,-1,-4351.884,-3804.48,-41.56,-276391.152,8143006.743,-4.662885912,-4.718017398,137.3774491,-4459.48,19508.61,7874.97,4878.08,1969.25,-5.62,0.015,84.449,469140776,807
ROVER,44,1546,-1,-4355.654,-3793.473,-42.45,-276394.922,8143017.75,-4.662949514,-4.718081745,137.3776348,-4458.59,19523.69,7919,4881.85,1980.26,-1.654,13.859,99.688,469586340,812
ROVER,44,1828,-1,-4371.941,-3779.167,-44,-276411.209,8143032.056,-4.663224285,-4.718359736,137.3778762,-4457.04,19588.84,7976.22,4898.13,1994.56,-0.443,12.545,178.331,470023521,817
ROVER,44,2062,-1,-4381.115,-3784.73,-45.74,-276420.383,8143026.493,-4.663379056,-4.718516321,137.3777823,-4455.3,19625.53,7953.97,4907.31,1989,1.197,9.629,175.121,470822213,826
ROVER,44,2336,-1,-4389.321,-3804.72,-47.48,-276428.589,8143006.503,-4.663517497,-4.718656383,137.3774451,-4453.56,19658.36,7874.01,4915.51,1969.01,-11.305,4.725,135.83,471624996,835
ROVER,44,2414,-1,-4393.162,-3801.553,-48.29,-276432.43,8143009.67,-4.663582296,-4.718721942,137.3774985,-4452.75,19673.72,7886.68,4919.35,1972.18,-14.452,11.131,131.407,471800196,837
ROVER,44,2958,-1,-4349.199,-3808.457,-41.25,-276388.467,8143002.766,-4.662840614,-4.717971569,137.377382,-4459.79,19497.87,7859.06,4875.39,1965.27,-1.907,-5.239,45.508,474022838,862
SITE,45,-1,-1,-4350.569,-3804.44,-41.44,-276389.837,8143006.783,-4.662863727,-4.717994953,137.3774498,-4459.6,19503.35,7875.13,4876.76,1969.29,0,0,0,474199431,864
ROVER,45,0,590,-4350.569,-3804.44,-41.44,-276389.837,8143006.783,-4.662863727,-4.717994953,137.3774498,-4459.6,19503.35,7875.13,4876.76,1969.29,-7.269,3.94,114.67,474199431,864
ROVER,45,150,-1,-4363.358,-3805.426,-42.71,-276402.626,8143005.797,-4.663079485,-4.718213239,137.3774332,-4458.33,19554.5,7871.19,4889.55,1968.3,-3.914,4.557,170.249,477047184,896
ROVER,45,366,-1,-4389.041,-3802.199,-46.99,-276428.309,8143009.024,-4.663512773,-4.718651604,137.3774876,-4454.05,19657.24,7884.1,4915.23,1971.53,3.152,11.439,-163.352,477481119,901
ROVER,45,450,-1,-4389.904,-3804.289,-47.54,-276429.172,8143006.934,-4.663527332,-4.718666334,137.3774523,-4453.5,19660.69,7875.74,4916.1,1969.44,-0.524,15.642,-160.193,477664390,903
ROVER,45,558,-1,-4393.833,-3812.555,-48.89,-276433.101,8142998.668,-4.663593617,-4.718733395,137.3773129,-4452.15,19676.4,7842.67,4920.03,1961.18,10.838,7.754,-125.086,479432674,923
ROVER,45,774,-1,-4399.786,-3814.026,-49.63,-276439.054,8142997.197,-4.663694047,-4.718835002,137.3772881,-4451.41,19700.22,7836.79,4925.98,1959.7,-7.856,4.604,141.946,479523406,924
ROVER,45,852,-1,-4403.203,-3810.508,-49.98,-276442.471,8143000.715,-4.663751694,-4.718893325,137.3773474,-4451.06,19713.88,7850.86,4929.4,1963.22,3.797,6.984,-172.27,479702575,926
ROVER,45,996,-1,-4411,-3814.015,-50.64,-276450.268,8142997.208,-4.663883234,-4.719026406,137.3772883,-4450.4,19745.07,7836.83,4937.19,1959.72,2.815,4.966,-176.053,480940819,940
ROVER,45,1108,-1,-4403.776,-3811.68,-50.07,-276443.044,8142999.543,-4.663761361,-4.718903105,137.3773277,-4450.97,19716.18,7846.17,4929.97,1962.05,-2.14,7.306,167.33,481299387,944
ROVER,45,1276,-1,-4417.194,-3819.069,-50.84,-276456.462,8142992.154,-4.663987731,-4.719132127,137.377203,-4450.2,19769.85,7816.62,4943.39,1954.66,1.055,-0.567,-148.17,481742931,949
ROVER,45,1558,-1,-4441.82,-3844.008,-51.17,-276481.088,8142967.215,-4.664403186,-4.71955245,137.3767823,-4449.87,19868.35,7716.86,4968.01,1929.72,-1.667,-0.558,-154.696,481830653,950
ROVER,45,1696,-1,-4453.902,-3857.796,-50.54,-276493.17,8142953.427,-4.664607017,-4.719758669,137.3765496,-4450.5,19916.68,7661.71,4980.09,1915.93,10.136,-4.551,-133.127,481926764,951
SITE,46,-1,-1,-4497.381,-3924.317,-48.65,-276536.649,8142886.906,-4.665340534,-4.720500781,137.3754274,-4452.39,20090.6,7395.62,5023.57,1849.41,0,0,0,482013126,952
ROVER,46,0,70,-4497.381,-3924.317,-48.65,-276536.649,8142886.906,-4.665340534,-4.720500781,137.3754274,-4452.39,20090.6,7395.62,5023.57,1849.41,0.371,-1.131,-140.731,482013126,952
ROVER,46,472,-1,-4536.538,-3959.671,-48.95,-276575.806,8142851.552,-4.666001136,-4.721169123,137.374831,-4452.09,20247.22,7254.21,5062.73,1814.06,2.884,5.548,-86.739,482361980,956
ROVER,46,934,-1,-4539.227,-4022.736,-46.37,-276578.495,8142788.487,-4.666046501,-4.72121502,137.373767,-4454.67,20257.98,7001.95,5065.42,1750.99,-2.1,-0.595,-99.408,482457574,957
ROVER,46,1162,-1,-4534.232,-4036.595,-47.09,-276573.5,8142774.628,-4.665962233,-4.721129764,137.3735332,-4453.95,20238,6946.51,5060.42,1737.14,5.515,14.74,-117.374,482544839,958
ROVER,46,1676,-1,-4575.076,-4122.671,-44.41,-276614.344,8142688.552,-4.666651296,-4.7218269,137.372081,-4456.63,20401.38,6602.21,5101.27,1651.06,1.927,1.091,-129.71,482725045,960
ROVER,46,1710,-1,-4575.971,-4123.502,-44.5,-276615.239,8142687.721,-4.666666395,-4.721842176,137.372067,-4456.54,20404.96,6598.88,5102.16,1650.23,2.5,0.267,-138.298,482896182,962
ROVER,46,1812,-1,-4583.828,-4138.193,-44.87,-276623.096,8142673.03,-4.666798947,-4.721976282,137.3718192,-4456.17,20436.38,6540.12,5110.02,1635.54,0.496,3.839,-127.674,482984007,963
SITE,47,-1,-1,-4583.81,-4167.155,-45.55,-276623.078,8142644.068,-4.666798644,-4.721975975,137.3713306,-4455.49,20436.31,6424.27,5110,1606.58,0,0,0,483083222,964
ROVER,47,0,0,-4583.81,-4167.155,-45.55,-276623.078,8142644.068,-4.666798644,-4.721975975,137.3713306,-4455.49,20436.31,6424.27,5110,1606.58,9.061,0.583,-78.147,483083222,964
ROVER,47,522,-1,-4609.468,-4231.49,-44.06,-276648.736,8142579.733,-4.66723151,-4.722413912,137.3702452,-4456.98,20538.94,6166.93,5135.66,1542.24,0.662,8.664,-133.069,483340036,967
ROVER,47,598,-1,-4614.122,-4234.799,-44.64,-276653.39,8142576.424,-4.667310025,-4.722493348,137.3701894,-4456.4,20557.56,6153.7,5140.31,1538.93,5.335,13.748,-142.385,483695818,971
ROVER,47,1166,-1,-4628.265,-4170.905,-46.08,-276667.533,8142640.318,-4.667548626,-4.722734745,137.3712673,-4454.96,20614.13,6409.27,5154.46,1602.83,-4.104,5.396,134.853,484142335,976
ROVER,47,1202,-1,-4629.73,-4170.095,-46.43,-276668.998,8142641.128,-4.667573342,-4.72275975,137.371281,-4454.61,20619.99,6412.51,5155.92,1603.64,-2.21,8.675,153.246,484314161,978
ROVER,47,1452,-1,-4645.695,-4165.43,-49.28,-276684.963,8142645.793,-4.667842681,-4.723032245,137.3713597,-4451.76,20683.85,6431.17,5171.89,1608.3,-5.62,8.411,160.065,484578167,981
ROVER,47,1632,-1,-4665.09,-4166.505,-50.77,-276704.358,8142644.718,-4.668169886,-4.723363284,137.3713415,-4450.27,20761.43,6426.87,5191.28,1607.23,-6.575,6.637,-156.026,484759689,983
SITE,48,-1,-1,-4670.147,-4170.673,-51.95,-276709.415,8142640.55,-4.668255201,-4.723449598,137.3712712,-4449.09,20781.66,6410.2,5196.34,1603.06,0,0,0,484852973,984
ROVER,48,0,0,-4670.147,-4170.673,-51.95,-276709.415,8142640.55,-4.668255201,-4.723449598,137.3712712,-4449.09,20781.66,6410.2,5196.34,1603.06,-13.478,16.262,-162.199,484852973,984
ROVER,48,82,-1,-4661.804,-4171.259,-51.42,-276701.072,8142639.964,-4.66811445,-4.723307198,137.3712613,-4449.62,20748.29,6407.86,5188,1602.47,-15.702,-2.604,158.21,485026668,986
ROVER,48,458,-1,-4628.526,-4175.242,-46.29,-276667.794,8142635.981,-4.66755303,-4.7227392,137.3711941,-4454.75,20615.18,6391.92,5154.72,1598.49,-6.501,1.669,119.933,485118573,987
ROVER,48,876,-1,-4629.33,-4226.907,-47.58,-276668.598,8142584.316,-4.667566594,-4.722752922,137.3703225,-4453.46,20618.39,6185.26,5155.52,1546.82,7.812,13.662,-144.835,485386429,990
ROVER,48,1146,-1,-4647.589,-4231.623,-53.35,-276686.857,8142579.6,-4.667874634,-4.723064572,137.370243,-4447.69,20691.43,6166.4,5173.78,1542.11,2.256,15.194,-155.475,485471344,991
ROVER,48,1194,-1,-4652.084,-4235.556,-54.02,-276691.352,8142575.667,-4.667950467,-4.723141294,137.3701766,-4447.02,20709.41,6150.67,5178.28,1538.17,5.53,4.08,-143.897,485560095,992
ROVER,48,1530,-1,-4669.842,-4245.071,-53.85,-276709.11,8142566.152,-4.668250055,-4.723444392,137.3700161,-4447.19,20780.44,6112.61,5196.03,1528.66,-5.328,8.052,175.618,485826984,995
ROVER,48,1570,-1,-4672.399,-4244.821,-54.39,-276711.667,8142566.402,-4.668293194,-4.723488036,137.3700203,-4446.65,20790.67,6113.61,5198.59,1528.91,-9.64,5.853,140.521,486003053,997
ROVER,48,1600,-1,-4671.403,-4244.525,-54.24,-276710.671,8142566.698,-4.66827639,-4.723471036,137.3700253,-4446.8,20786.68,6114.79,5197.6,1529.21,-9.364,5.662,130.868,488934867,1030
ROVER,48,1906,-1,-4652.509,-4236.469,-53.95,-276691.777,8142574.754,-4.667957637,-4.723148548,137.3701612,-4447.09,20711.11,6147.02,5178.7,1537.26,-3.49,2.479,56.867,489376677,1035
ROVER,48,1964,-1,-4648.144,-4233.371,-53.5,-276687.412,8142577.852,-4.667883997,-4.723074045,137.3702135,-4447.54,20693.65,6159.41,5174.34,1540.36,-2.742,-9.816,16.304,489555628,1037
ROVER,48,1970,-1,-4648.469,-4233.473,-53.69,-276687.737,8142577.75,-4.66788948,-4.723079592,137.3702117,-4447.35,20694.95,6159,5174.66,1540.26,-2.712,-8.41,16.111,489741581,1039
ROVER,48,2122,-1,-4651.586,-4246.814,-53.07,-276690.854,8142564.409,-4.667942066,-4.723132794,137.3699867,-4447.97,20707.42,6105.64,5177.78,1526.92,3.768,0.364,-128.155,489995607,1042
ROVER,48,2200,-1,-4657.859,-4248.785,-53.03,-276697.127,8142562.438,-4.668047895,-4.723239863,137.3699534,-4448.01,20732.51,6097.75,5184.05,1524.95,-6.61,-0.361,155.014,490188626,1044
ROVER,48,2224,-1,-4658.951,-4248.198,-52.95,-276698.219,8142563.025,-4.668066318,-4.723258502,137.3699633,-4448.09,20736.88,6100.1,5185.14,1525.53,-7.24,0.15,155.225,490354498,1046
ROVER,48,2422,-1,-4654.654,-4236.629,-53.91,-276693.922,8142574.594,-4.667993825,-4.723185159,137.3701585,-4447.13,20719.69,6146.38,5180.85,1537.1,1.367,15.187,91.365,490621955,1049
ROVER,48,2470,-1,-4654.05,-4231.796,-54.19,-276693.318,8142579.427,-4.667983635,-4.72317485,137.37024,-4446.85,20717.27,6165.71,5180.24,1541.93,-6.418,1.083,85.241,490799185,1051
ROVER,48,2518,-1,-4657.105,-4228.689,-54.25,-276696.373,8142582.534,-4.668035175,-4.723226994,137.3702925,-4446.79,20729.49,6178.14,5183.3,1545.04,1.873,-2.267,90.971,490974465,1053
ROVER,48,2542,-1,-4656.505,-4228.326,-54.13,-276695.773,8142582.897,-4.668025052,-4.723216753,137.3702986,-4446.91,20727.09,6179.59,5182.7,1545.4,5.038,-0.561,33.424,491242266,1056
ROVER,48,2794,-1,-4654.644,-4251.347,-53.37,-276693.912,8142559.876,-4.667993656,-4.723184989,137.3699102,-4447.67,20719.65,6087.5,5180.84,1522.38,-3.486,9.746,-149.336,492131248,1066
SITE,49,-1,-1,-4670.587,-4244.178,-53.96,-276709.855,8142567.045,-4.668262624,-4.723457108,137.3700311,-4447.08,20783.42,6116.18,5196.78,1529.55,0,0,0,492221994,1067
ROVER,49,0,0,-4670.587,-4244.178,-53.96,-276709.855,8142567.045,-4.668262624,-4.723457108,137.3700311,-4447.08,20783.42,6116.18,5196.78,1529.55,-9.11,5.803,125.962,492221994,1067
ROVER,49,294,-1,-4695.435,-4268.786,-56.13,-276734.703,8142542.437,-4.668681825,-4.723881221,137.369616,-4444.91,20882.81,6017.75,5221.63,1504.94,1.729,3.538,-148.844,492663894,1072
ROVER,49,642,-1,-4736.523,-4283.189,-58.58,-276775.791,8142528.034,-4.669375004,-4.724582522,137.369373,-4442.46,21047.16,5960.14,5262.72,1490.54,-3.522,4.442,164.687,492751382,1073
ROVER,49,814,-1,-4756.954,-4287.991,-59.03,-276796.222,8142523.232,-4.669719688,-4.724931244,137.369292,-4442.01,21128.89,5940.93,5283.15,1485.74,1.366,3.666,-176.554,492839413,1074
ROVER,49,1018,-1,-4784.414,-4295.913,-61.24,-276823.682,8142515.31,-4.670182954,-4.725399938,137.3691583,-4439.8,21238.73,5909.24,5310.61,1477.82,-0.312,8.797,-174.797,493194952,1078
ROVER,49,1216,-1,-4811.42,-4297.857,-62.98,-276850.688,8142513.366,-4.670638562,-4.725860884,137.3691256,-4438.06,21346.75,5901.46,5337.61,1475.87,-0.085,4.011,-178.377,493379606,1080
ROVER,49,1420,-1,-4830.927,-4295.565,-62.45,-276870.195,8142515.658,-4.670967657,-4.726193835,137.3691642,-4438.59,21424.78,5910.63,5357.12,1478.17,1.564,8.912,163.741,493641284,1083
ROVER,49,1798,-1,-4857.381,-4281.545,-62.86,-276896.649,8142529.678,-4.671413952,-4.726645359,137.3694007,-4438.18,21530.6,5966.71,5383.57,1492.19,-1.325,6.124,101.037,493825846,1085
ROVER,49,1876,-1,-4860.995,-4281.56,-63.25,-276900.263,8142529.663,-4.671474922,-4.726707043,137.3694005,-4437.79,21545.05,5966.65,5387.19,1492.17,-2.325,9.622,142.431,493996710,1087
ROVER,49,2026,-1,-4857.77,-4269.735,-64.34,-276897.038,8142541.488,-4.671420514,-4.726651998,137.3696,-4436.7,21532.15,6013.95,5383.96,1504,1.762,7.648,83.147,494528740,1093
ROVER,49,2236,-1,-4871.397,-4253.46,-66.61,-276910.665,8142557.763,-4.67165041,-4.726884587,137.3698746,-4434.43,21586.66,6079.05,5397.59,1520.27,2.255,8.653,178.953,494614612,1094
ROVER,49,2374,-1,-4881.777,-4256.424,-67.06,-276921.045,8142554.799,-4.671825527,-4.727061756,137.3698245,-4433.98,21628.18,6067.2,5407.97,1517.31,1.497,1.544,-178.552,494970328,1098
ROVER,49,2626,-1,-4911.255,-4272.663,-67.4,-276950.523,8142538.56,-4.672322839,-4.727564894,137.3695506,-4433.64,21746.09,6002.24,5437.45,1501.07,3.941,0.915,-138.466,495060538,1099
ROVER,49,2902,-1,-4941.406,-4286.275,-67.98,-276980.674,8142524.948,-4.672831504,-4.72807952,137.3693209,-4433.06,21866.7,5947.79,5467.6,1487.46,5.06,4.392,-140.599,495148217,1100
SITE,50,-1,-1,-4947.12,-4297.539,-66.71,-276986.388,8142513.684,-4.672927903,-4.728177048,137.3691309,-4434.33,21889.55,5902.74,5473.31,1476.19,0,0,0,495505420,1104
ROVER,50,0,40,-4947.12,-4297.539,-66.71,-276986.388,8142513.684,-4.672927903,-4.728177048,137.3691309,-4434.33,21889.55,5902.74,5473.31,1476.19,4.988,1.294,-162.232,495505420,1104
ROVER,50,114,-1,-4949.02,-4305.421,-66.95,-276988.288,8142505.802,-4.672959957,-4.728209478,137.3689979,-4434.09,21897.15,5871.21,5475.21,1468.31,2.422,3.131,-128.828,495680041,1106
ROVER,50,250,-1,-4942.733,-4310.356,-65.93,-276982.001,8142500.867,-4.672853892,-4.728102169,137.3689147,-4435.11,21872,5851.47,5468.93,1463.37,9.45,2.385,-129.904,495767850,1107
ROVER,50,322,-1,-4942.311,-4313.488,-65.64,-276981.579,8142497.735,-4.672846772,-4.728094967,137.3688618,-4435.4,21870.32,5838.94,5468.5,1460.24,-1.136,-6.716,-27.494,495862017,1108
ROVER,50,448,-1,-4951.554,-4325.436,-65.7,-276990.822,8142485.787,-4.673002707,-4.728252729,137.3686603,-4435.34,21907.29,5791.15,5477.75,1448.29,-4.86,-0.038,45.74,496036302,1110
ROVER,50,592,-1,-4959.443,-4330.019,-66.35,-276998.711,8142481.204,-4.673135799,-4.72838738,137.368583,-4434.69,21938.84,5772.82,5485.64,1443.71,-0.487,8.228,142.102,496219963,1112
ROVER,50,676,-1,-4960.042,-4326.232,-66.52,-276999.31,8142484.991,-4.673145905,-4.728397604,137.3686468,-4434.52,21941.24,5787.96,5486.23,1447.5,-0.753,6.674,-175.813,497555025,1127
ROVER,50,848,-1,-4957.288,-4313.918,-67.03,-276996.556,8142497.305,-4.673099443,-4.728350598,137.3688546,-4434.01,21930.22,5837.22,5483.48,1459.81,6.91,1.019,-144.815,499054372,1144
ROVER,50,1116,-1,-4970.748,-4340.18,-67.65,-277010.016,8142471.043,-4.673326522,-4.728580337,137.3684115,-4433.39,21984.06,5732.17,5496.94,1433.55,3.658,4.846,-144.434,499419148,1148
